School Year,State,District Code,District Name,School Code,School Name,Total,Hispanic / Latino of any race(s),American Indian / Alaskan Native,Asian,Black / African American,Native Hawaiian / Other Pacific Islander,White,Two or More Races,Not Provided*,Male,Female,Hispanic / Latino of any race(s)_M,Hispanic / Latino of any race(s)_F,American Indian / Alaskan Native_M,American Indian / Alaskan Native_F,Asian_M,Asian_F,Black / African American_M,Black / African American_F,Native Hawaiian / Other Pacific Islander_M,Native Hawaiian / Other Pacific Islander_F,White_M,White_F,Two or More Races_M,Two or More Races_F,Not Provided_M*,Not Provided_F*,% Hispanic / Latino of any race(s),% American Indian / Alaskan Native,% Asian,% Black / African American,% Native Hawaiian / Other Pacific Islander,% White,% Two or More Races,% Not Provided*,% Male,% Female
2015,WA,17405,Bellevue School District,3339,Sherwood Forest Elementary,430,127,0,94,38,1,132,38,0,225,205,65,62,0,0,55,39,21,17,0,1,69,63,15,23,0,0,29.53,0.00,21.86,8.84,0.23,30.70,8.84,0.00,52.33,47.67
2015,WA,17405,Bellevue School District,3789,Somerset Elementary School,708,19,0,469,5,0,159,56,0,358,350,10,9,0,0,242,227,0,5,0,0,77,82,29,27,0,0,2.68,0.00,66.24,0.71,0.00,22.46,7.91,0.00,50.56,49.44
2015,WA,17405,Bellevue School District,3634,Spiritridge Elementary School,613,27,0,286,9,1,238,51,1,300,313,14,13,0,0,142,144,2,7,0,1,117,121,25,26,0,1,4.40,0.00,46.66,1.47,0.16,38.83,8.32,0.16,48.94,51.06
2015,WA,17405,Bellevue School District,3100,Stevenson Elementary,458,159,0,209,24,1,46,19,0,232,226,80,79,0,0,102,107,11,13,1,0,27,19,11,8,0,0,34.72,0.00,45.63,5.24,0.22,10.04,4.15,0.00,50.66,49.34
2015,WA,17405,Bellevue School District,3435,Tillicum Middle School,706,82,0,126,21,3,415,59,0,331,375,34,48,0,0,66,60,7,14,2,1,194,221,28,31,0,0,11.61,0.00,17.85,2.97,0.42,58.78,8.36,0.00,46.88,53.12
2015,WA,17405,Bellevue School District,3283,Tyee Middle School,905,58,0,436,13,2,297,99,0,481,424,36,22,0,0,232,204,10,3,2,0,151,146,50,49,0,0,6.41,0.00,48.18,1.44,0.22,32.82,10.94,0.00,53.15,46.85
2015,WA,17405,Bellevue School District,3167,Woodridge Elementary,621,53,0,256,22,7,230,51,2,336,285,34,19,0,0,143,113,12,10,4,3,120,110,23,28,0,2,8.53,0.00,41.22,3.54,1.13,37.04,8.21,0.32,54.11,45.89
2015,WA,37501,Bellingham School District,3200,Alderwood Elementary School,245,103,5,18,5,1,103,10,0,132,113,56,47,2,3,11,7,4,1,0,1,55,48,4,6,0,0,42.04,2.04,7.35,2.04,0.41,42.04,4.08,0.00,53.88,46.12
2015,WA,37501,Bellingham School District,2553,Bellingham High School,"1,077",138,13,23,12,1,805,85,0,541,536,80,58,9,4,11,12,3,9,1,0,399,406,38,47,0,0,12.81,1.21,2.14,1.11,0.09,74.74,7.89,0.00,50.23,49.77
2015,WA,37501,Bellingham School District,5340,Bellingham Re-Engagement Program,22,3,2,0,1,0,15,1,0,10,12,2,1,2,0,0,0,1,0,0,0,5,10,0,1,0,0,13.64,9.09,0.00,4.55,0.00,68.18,4.55,0.00,45.45,54.55
2015,WA,37501,Bellingham School District,2431,Birchwood Elementary School,295,96,4,12,5,8,152,18,0,153,142,53,43,3,1,5,7,3,2,3,5,77,75,9,9,0,0,32.54,1.36,4.07,1.69,2.71,51.53,6.10,0.00,51.86,48.14
2015,WA,37501,Bellingham School District,2817,Carl Cozier Elementary School,271,52,3,14,5,1,179,17,0,137,134,25,27,1,2,7,7,3,2,0,1,92,87,9,8,0,0,19.19,1.11,5.17,1.85,0.37,66.05,6.27,0.00,50.55,49.45
2015,WA,37501,Bellingham School District,2365,Columbia Elementary School,276,22,0,4,2,0,235,13,0,148,128,15,7,0,0,3,1,0,2,0,0,120,115,10,3,0,0,7.97,0.00,1.45,0.72,0.00,85.14,4.71,0.00,53.62,46.38
2015,WA,37501,Bellingham School District,5239,Cordata Elementary School,361,77,2,52,7,1,192,30,0,190,171,34,43,1,1,30,22,5,2,1,0,105,87,14,16,0,0,21.33,0.55,14.40,1.94,0.28,53.19,8.31,0.00,52.63,47.37
2015,WA,37501,Bellingham School District,2066,Fairhaven Middle School,623,43,6,32,8,2,487,45,0,331,292,25,18,1,5,16,16,3,5,1,1,259,228,26,19,0,0,6.90,0.96,5.14,1.28,0.32,78.17,7.22,0.00,53.13,46.87
2015,WA,37501,Bellingham School District,2262,Geneva Elementary School,430,39,2,2,12,1,345,29,0,238,192,25,14,2,0,2,0,8,4,0,1,187,158,14,15,0,0,9.07,0.47,0.47,2.79,0.23,80.23,6.74,0.00,55.35,44.65
2015,WA,37501,Bellingham School District,3134,Happy Valley Elementary School,412,42,1,22,4,1,315,27,0,214,198,25,17,1,0,14,8,3,1,1,0,159,156,11,16,0,0,10.19,0.24,5.34,0.97,0.24,76.46,6.55,0.00,51.94,48.06
2015,WA,37501,Bellingham School District,1694,Home Port Learning Center,11,4,0,0,0,0,7,0,0,9,2,4,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,36.36,0.00,0.00,0.00,0.00,63.64,0.00,0.00,81.82,18.18
2015,WA,37501,Bellingham School District,4442,Kulshan Middle School,600,122,4,12,9,0,403,50,0,314,286,63,59,1,3,7,5,3,6,0,0,213,190,27,23,0,0,20.33,0.67,2.00,1.50,0.00,67.17,8.33,0.00,52.33,47.67
2015,WA,37501,Bellingham School District,2225,Lowell Elementary School - Bellingham,312,21,1,13,5,0,253,19,0,157,155,10,11,1,0,7,6,4,1,0,0,124,129,11,8,0,0,6.73,0.32,4.17,1.60,0.00,81.09,6.09,0.00,50.32,49.68
2015,WA,37501,Bellingham School District,4571,Northern Heights Elementary Schl,439,58,5,38,9,1,287,41,0,223,216,32,26,3,2,18,20,3,6,1,0,143,144,23,18,0,0,13.21,1.14,8.66,2.05,0.23,65.38,9.34,0.00,50.80,49.20
2015,WA,37501,Bellingham School District,1647,Options High School,97,19,4,0,2,0,60,12,0,43,54,8,11,1,3,0,0,1,1,0,0,27,33,6,6,0,0,19.59,4.12,0.00,2.06,0.00,61.86,12.37,0.00,44.33,55.67
2015,WA,37501,Bellingham School District,3202,Parkview Elementary School,297,37,3,3,6,0,217,31,0,157,140,20,17,0,3,0,3,4,2,0,0,117,100,16,15,0,0,12.46,1.01,1.01,2.02,0.00,73.06,10.44,0.00,52.86,47.14
2015,WA,37501,Bellingham School District,2067,Roosevelt Elementary School,420,102,5,14,6,0,259,34,0,219,201,51,51,4,1,10,4,2,4,0,0,133,126,19,15,0,0,24.29,1.19,3.33,1.43,0.00,61.67,8.10,0.00,52.14,47.86
2015,WA,37501,Bellingham School District,3576,Sehome High School,"1,143",116,10,60,10,3,861,83,0,614,529,59,57,4,6,33,27,5,5,3,0,457,404,53,30,0,0,10.15,0.87,5.25,0.87,0.26,75.33,7.26,0.00,53.72,46.28
2015,WA,37501,Bellingham School District,3201,Shuksan Middle School,609,169,11,74,8,3,301,43,0,299,310,81,88,6,5,36,38,3,5,0,3,151,150,22,21,0,0,27.75,1.81,12.15,1.31,0.49,49.43,7.06,0.00,49.10,50.90
2015,WA,37501,Bellingham School District,2175,Silver Beach Elementary School,427,35,1,18,2,0,335,36,0,229,198,17,18,1,0,13,5,0,2,0,0,180,155,18,18,0,0,8.20,0.23,4.22,0.47,0.00,78.45,8.43,0.00,53.63,46.37
2015,WA,37501,Bellingham School District,4515,Squalicum High School,"1,380",244,20,131,19,11,872,83,0,698,682,121,123,10,10,68,63,10,9,3,8,445,427,41,42,0,0,17.68,1.45,9.49,1.38,0.80,63.19,6.01,0.00,50.58,49.42
2015,WA,37501,Bellingham School District,2387,Sunnyland Elementary School,303,51,5,22,3,1,199,22,0,157,146,26,25,5,0,10,12,2,1,0,1,104,95,10,12,0,0,16.83,1.65,7.26,0.99,0.33,65.68,7.26,0.00,51.82,48.18
2015,WA,37501,Bellingham School District,1799,Visions (Seamar Youth Center),26,3,1,0,2,0,20,0,0,0,26,0,3,0,1,0,0,0,2,0,0,0,20,0,0,0,0,11.54,3.85,0.00,7.69,0.00,76.92,0.00,0.00,0.00,100.00
2015,WA,37501,Bellingham School District,5125,Wade King Elementary School,452,40,3,23,7,1,348,30,0,238,214,20,20,1,2,11,12,4,3,0,1,186,162,16,14,0,0,8.85,0.66,5.09,1.55,0.22,76.99,6.64,0.00,52.65,47.35
2015,WA,37501,Bellingham School District,2075,Whatcom Middle School,600,47,7,27,7,1,476,35,0,315,285,23,24,5,2,9,18,3,4,1,0,258,218,16,19,0,0,7.83,1.17,4.50,1.17,0.17,79.33,5.83,0.00,52.50,47.50
2015,WA,1122,Benge School District,3142,Benge Elementary,14,0,0,1,0,0,13,0,0,8,6,0,0,0,0,0,1,0,0,0,0,8,5,0,0,0,0,0.00,0.00,7.14,0.00,0.00,92.86,0.00,0.00,57.14,42.86
2015,WA,27403,Bethel School District,5372,Acceleration Academy,102,8,7,8,12,0,59,8,0,58,44,7,1,4,3,6,2,7,5,0,0,29,30,5,3,0,0,7.84,6.86,7.84,11.76,0.00,57.84,7.84,0.00,56.86,43.14
2015,WA,27403,Bethel School District,2807,Bethel High School,"1,641",209,31,101,136,38,"1,050",76,0,880,761,126,83,12,19,61,40,71,65,22,16,548,502,40,36,0,0,12.74,1.89,6.15,8.29,2.32,63.99,4.63,0.00,53.63,46.37
2015,WA,27403,Bethel School District,3250,Bethel Middle School,667,117,11,36,74,25,351,53,0,331,336,56,61,4,7,19,17,30,44,11,14,188,163,23,30,0,0,17.54,1.65,5.40,11.09,3.75,52.62,7.95,0.00,49.63,50.37
2015,WA,27403,Bethel School District,5288,Birth to Three,88,8,3,2,8,4,60,3,0,48,40,8,0,1,2,2,0,5,3,2,2,28,32,2,1,0,0,9.09,3.41,2.27,9.09,4.55,68.18,3.41,0.00,54.55,45.45
2015,WA,27403,Bethel School District,4296,Camas Prairie Elementary,582,87,6,36,78,25,291,59,0,315,267,38,49,5,1,15,21,56,22,15,10,158,133,28,31,0,0,14.95,1.03,6.19,13.40,4.30,50.00,10.14,0.00,54.12,45.88
2015,WA,27403,Bethel School District,4186,Cedarcrest Middle School,627,106,12,56,85,34,280,54,0,338,289,54,52,8,4,28,28,46,39,15,19,154,126,33,21,0,0,16.91,1.91,8.93,13.56,5.42,44.66,8.61,0.00,53.91,46.09
2015,WA,27403,Bethel School District,4331,Centennial Elementary Bethel,472,56,4,13,23,7,324,45,0,264,208,24,32,3,1,7,6,15,8,7,0,183,141,25,20,0,0,11.86,0.85,2.75,4.87,1.48,68.64,9.53,0.00,55.93,44.07
2015,WA,27403,Bethel School District,1510,Challenger High School,318,48,6,14,29,10,196,15,0,162,156,25,23,2,4,7,7,15,14,6,4,102,94,5,10,0,0,15.09,1.89,4.40,9.12,3.14,61.64,4.72,0.00,50.94,49.06
2015,WA,27403,Bethel School District,3649,Chester H Thompson Elementary,525,131,5,14,54,37,209,75,0,247,278,49,82,2,3,7,7,26,28,18,19,109,100,36,39,0,0,24.95,0.95,2.67,10.29,7.05,39.81,14.29,0.00,47.05,52.95
2015,WA,27403,Bethel School District,2576,Clover Creek Elementary,646,99,4,21,57,23,357,85,0,343,303,54,45,1,3,15,6,29,28,12,11,189,168,43,42,0,0,15.33,0.62,3.25,8.82,3.56,55.26,13.16,0.00,53.10,46.90
2015,WA,27403,Bethel School District,4578,Cougar Mountain Middle School,566,59,17,21,22,6,420,21,0,308,258,36,23,8,9,11,10,11,11,2,4,232,188,8,13,0,0,10.42,3.00,3.71,3.89,1.06,74.20,3.71,0.00,54.42,45.58
2015,WA,27403,Bethel School District,1945,Elk Plain Head Start,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00
2015,WA,27403,Bethel School District,2877,Elk Plain School of Choice,517,75,4,22,49,2,307,58,0,254,263,36,39,2,2,11,11,23,26,2,0,153,154,27,31,0,0,14.51,0.77,4.26,9.48,0.39,59.38,11.22,0.00,49.13,50.87
2015,WA,27403,Bethel School District,4099,Evergreen Elementary,469,111,5,33,31,35,194,60,0,251,218,52,59,1,4,17,16,19,12,17,18,113,81,32,28,0,0,23.67,1.07,7.04,6.61,7.46,41.36,12.79,0.00,53.52,46.48
2015,WA,27403,Bethel School District,5159,Frederickson Elementary,561,125,5,20,42,17,276,76,0,312,249,70,55,1,4,10,10,19,23,7,10,161,115,44,32,0,0,22.28,0.89,3.57,7.49,3.03,49.20,13.55,0.00,55.61,44.39
2015,WA,27403,Bethel School District,4407,Frontier Middle School,746,82,18,27,28,4,544,43,0,388,358,35,47,11,7,15,12,17,11,4,0,282,262,24,19,0,0,10.99,2.41,3.62,3.75,0.54,72.92,5.76,0.00,52.01,47.99
2015,WA,27403,Bethel School District,4297,Graham Elementary,691,89,3,14,36,5,453,91,0,360,331,42,47,2,1,7,7,17,19,3,2,246,207,43,48,0,0,12.88,0.43,2.03,5.21,0.72,65.56,13.17,0.00,52.10,47.90
2015,WA,27403,Bethel School District,5033,Graham Kapowsin High School,"1,870",220,31,97,121,18,"1,295",88,0,957,913,114,106,13,18,52,45,69,52,10,8,660,635,39,49,0,0,11.76,1.66,5.19,6.47,0.96,69.25,4.71,0.00,51.18,48.82
2015,WA,27403,Bethel School District,2748,Kapowsin Elementary,385,25,2,3,6,3,308,38,0,222,163,11,14,2,0,2,1,5,1,1,2,179,129,22,16,0,0,6.49,0.52,0.78,1.56,0.78,80.00,9.87,0.00,57.66,42.34
2015,WA,27403,Bethel School District,5206,Liberty Middle School,725,104,13,33,69,14,447,45,0,378,347,58,46,8,5,17,16,39,30,6,8,225,222,25,20,0,0,14.34,1.79,4.55,9.52,1.93,61.66,6.21,0.00,52.14,47.86
2015,WA,27403,Bethel School District,4102,Naches Trail Elementary,458,61,7,19,22,12,248,89,0,235,223,29,32,4,3,13,6,8,14,5,7,139,109,37,52,0,0,13.32,1.53,4.15,4.80,2.62,54.15,19.43,0.00,51.31,48.69
2015,WA,27403,Bethel School District,5160,Nelson Elementary School,584,76,10,15,7,12,410,54,0,292,292,37,39,6,4,4,11,6,1,8,4,202,208,29,25,0,0,13.01,1.71,2.57,1.20,2.05,70.21,9.25,0.00,50.00,50.00
2015,WA,27403,Bethel School District,4538,North Star Elementary,493,59,3,13,22,9,334,53,0,255,238,27,32,1,2,3,10,14,8,4,5,178,156,28,25,0,0,11.97,0.61,2.64,4.46,1.83,67.75,10.75,0.00,51.72,48.28
2015,WA,27403,Bethel School District,5961,Pierce County Skills Center,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
2015,WA,27403,Bethel School District,4381,Pioneer Valley Elementary,483,77,4,17,30,16,278,61,0,263,220,37,40,3,1,8,9,13,17,7,9,161,117,34,27,0,0,15.94,0.83,3.52,6.21,3.31,57.56,12.63,0.00,54.45,45.55
2015,WA,27403,Bethel School District,1943,Pioneer Valley Preschool,24,8,0,0,0,1,13,2,0,14,10,5,3,0,0,0,0,0,0,1,0,6,7,2,0,0,0,33.33,0.00,0.00,0.00,4.17,54.17,8.33,0.00,58.33,41.67
2015,WA,27403,Bethel School District,4227,Rocky Ridge Elementary,478,83,6,6,10,4,333,36,0,237,241,42,41,3,3,2,4,6,4,2,2,164,169,18,18,0,0,17.36,1.26,1.26,2.09,0.84,69.67,7.53,0.00,49.58,50.42
2015,WA,27403,Bethel School District,2543,Roy Elementary,278,33,1,2,4,3,210,25,0,142,136,15,18,1,0,2,0,1,3,1,2,103,107,19,6,0,0,11.87,0.36,0.72,1.44,1.08,75.54,8.99,0.00,51.08,48.92
2015,WA,27403,Bethel School District,4103,Shining Mountain Elementary,659,149,2,22,29,35,326,96,0,364,295,90,59,1,1,13,9,15,14,19,16,178,148,48,48,0,0,22.61,0.30,3.34,4.40,5.31,49.47,14.57,0.00,55.24,44.76
2015,WA,27403,Bethel School District,1564,Shining Mountain Preschool,16,5,0,0,1,1,8,1,0,12,4,4,1,0,0,0,0,1,0,0,1,6,2,1,0,0,0,31.25,0.00,0.00,6.25,6.25,50.00,6.25,0.00,75.00,25.00
2015,WA,27403,Bethel School District,2399,Spanaway Elementary,353,58,4,11,35,13,165,67,0,184,169,27,31,2,2,7,4,14,21,9,4,87,78,38,29,0,0,16.43,1.13,3.12,9.92,3.68,46.74,18.98,0.00,52.12,47.88
2015,WA,27403,Bethel School District,5140,Spanaway Elementary ECEAP,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
2015,WA,27403,Bethel School District,5141,Spanaway Elementary Preschool,24,0,1,0,5,0,13,5,0,20,4,0,0,1,0,0,0,4,1,0,0,10,3,5,0,0,0,0.00,4.17,0.00,20.83,0.00,54.17,20.83,0.00,83.33,16.67
2015,WA,27403,Bethel School District,4158,Spanaway Lake High School,"1,672",260,28,168,317,87,711,101,0,889,783,142,118,12,16,87,81,166,151,44,43,379,332,59,42,0,0,15.55,1.67,10.05,18.96,5.20,42.52,6.04,0.00,53.17,46.83
2015,WA,27403,Bethel School District,3751,Spanaway Middle School,730,144,18,58,88,36,329,57,0,383,347,75,69,12,6,29,29,47,41,17,19,172,157,31,26,0,0,19.73,2.47,7.95,12.05,4.93,45.07,7.81,0.00,52.47,47.53
2015,WA,27403,Bethel School District,1560,Thompson Preschool,24,10,0,0,1,0,11,2,0,16,8,6,4,0,0,0,0,1,0,0,0,8,3,1,1,0,0,41.67,0.00,0.00,4.17,0.00,45.83,8.33,0.00,66.67,33.33
2015,WA,20203,Bickleton School District,3392,Bickleton Elementary & High Schl,89,27,0,1,2,0,55,4,0,47,42,13,14,0,0,0,1,2,0,0,0,29,26,3,1,0,0,30.34,0.00,1.12,2.25,0.00,61.80,4.49,0.00,52.81,47.19
2015,WA,37503,Blaine School District,2713,Blaine Elementary School,449,60,4,10,6,6,341,22,0,239,210,42,18,2,2,4,6,2,4,5,1,171,170,13,9,0,0,13.36,0.89,2.23,1.34,1.34,75.95,4.90,0.00,53.23,46.77
2015,WA,37503,Blaine School District,3136,Blaine High School,686,101,6,20,10,9,499,41,0,360,326,53,48,3,3,10,10,5,5,4,5,264,235,21,20,0,0,14.72,0.87,2.92,1.46,1.31,72.74,5.98,0.00,52.48,47.52
2015,WA,37503,Blaine School District,5021,Blaine Home Connections,68,2,0,0,2,1,60,3,0,35,33,0,2,0,0,0,0,1,1,1,0,32,28,1,2,0,0,2.94,0.00,0.00,2.94,1.47,88.24,4.41,0.00,51.47,48.53
2015,WA,37503,Blaine School District,3796,Blaine Middle School,470,55,3,10,7,11,358,26,0,238,232,27,28,2,1,6,4,3,4,5,6,183,175,12,14,0,0,11.70,0.64,2.13,1.49,2.34,76.17,5.53,0.00,50.64,49.36
2015,WA,37503,Blaine School District,4476,Blaine Primary School,515,55,5,21,5,4,391,34,0,258,257,23,32,1,4,10,11,2,3,3,1,203,188,16,18,0,0,10.68,0.97,4.08,0.97,0.78,75.92,6.60,0.00,50.10,49.90
2015,WA,37503,Blaine School District,4459,Point Roberts Primary,18,0,0,0,0,0,16,2,0,5,13,0,0,0,0,0,0,0,0,0,0,5,11,0,2,0,0,0.00,0.00,0.00,0.00,0.00,88.89,11.11,0.00,27.78,72.22
2015,WA,21234,Boistfort School District,2516,Boistfort Elem,88,8,1,0,0,0,79,0,0,51,37,3,5,0,1,0,0,0,0,0,0,48,31,0,0,0,0,9.09,1.14,0.00,0.00,0.00,89.77,0.00,0.00,57.95,42.05
2015,WA,18100,Bremerton School District,3641,Armin Jahr Elementary,462,101,10,18,22,14,224,73,0,219,243,53,48,1,9,8,10,12,10,7,7,105,119,33,40,0,0,21.86,2.16,3.90,4.76,3.03,48.48,15.80,0.00,47.40,52.60
2015,WA,18100,Bremerton School District,3109,Bremerton High School,"1,241",209,20,77,64,31,644,196,0,678,563,122,87,14,6,39,38,31,33,16,15,339,305,117,79,0,0,16.84,1.61,6.20,5.16,2.50,51.89,15.79,0.00,54.63,45.37
2015,WA,18100,Bremerton School District,1749,Bremerton Home Link Program,26,3,0,0,0,0,23,0,0,13,13,1,2,0,0,0,0,0,0,0,0,12,11,0,0,0,0,11.54,0.00,0.00,0.00,0.00,88.46,0.00,0.00,50.00,50.00
2015,WA,18100,Bremerton School District,3108,Crownhill Elementary School,410,76,3,4,19,5,226,77,0,229,181,46,30,2,1,2,2,12,7,2,3,129,97,36,41,0,0,18.54,0.73,0.98,4.63,1.22,55.12,18.78,0.00,55.85,44.15
2015,WA,18100,Bremerton School District,4421,Kitsap Lake Elementary,405,67,2,12,25,5,231,63,0,192,213,32,35,0,2,4,8,14,11,2,3,99,132,41,22,0,0,16.54,0.49,2.96,6.17,1.23,57.04,15.56,0.00,47.41,52.59
2015,WA,18100,Bremerton School District,4441,Mountain View Middle School,831,144,6,31,40,26,434,150,0,448,383,88,56,1,5,15,16,21,19,15,11,233,201,75,75,0,0,17.33,0.72,3.73,4.81,3.13,52.23,18.05,0.00,53.91,46.09
2015,WA,18100,Bremerton School District,3171,Naval Avenue Elementary School,374,100,2,6,25,11,171,59,0,178,196,59,41,1,1,4,2,8,17,6,5,76,95,24,35,0,0,26.74,0.53,1.60,6.68,2.94,45.72,15.78,0.00,47.59,52.41
2015,WA,18100,Bremerton School District,1737,Renaissance Alternative High School,195,21,6,1,12,5,120,30,0,108,87,11,10,3,3,1,0,5,7,3,2,74,46,11,19,0,0,10.77,3.08,0.51,6.15,2.56,61.54,15.38,0.00,55.38,44.62
2015,WA,18100,Bremerton School District,5161,Special Services,75,18,0,1,7,1,35,13,0,48,27,11,7,0,0,0,1,4,3,1,0,22,13,10,3,0,0,24.00,0.00,1.33,9.33,1.33,46.67,17.33,0.00,64.00,36.00
2015,WA,18100,Bremerton School District,2853,View Ridge Elementary School,465,83,4,14,33,6,248,77,0,244,221,39,44,2,2,9,5,16,17,3,3,141,107,34,43,0,0,17.85,0.86,3.01,7.10,1.29,53.33,16.56,0.00,52.47,47.53
2015,WA,18100,Bremerton School District,2613,West Hills S.T.E.M. Academy,649,116,8,32,40,15,336,102,0,354,295,59,57,4,4,17,15,25,15,12,3,184,152,53,49,0,0,17.87,1.23,4.93,6.16,2.31,51.77,15.72,0.00,54.55,45.45
2015,WA,24111,Brewster School District,5272,Brewster Alternative School,21,20,0,0,0,0,1,0,0,12,9,11,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95.24,0.00,0.00,0.00,0.00,4.76,0.00,0.00,57.14,42.86
2015,WA,24111,Brewster School District,3293,Brewster Elementary School,517,485,3,0,1,0,25,3,0,279,238,261,224,1,2,0,0,0,1,0,0,16,9,1,2,0,0,93.81,0.58,0.00,0.19,0.00,4.84,0.58,0.00,53.97,46.03
2015,WA,24111,Brewster School District,2800,Brewster High School,247,209,2,0,0,0,34,2,0,134,113,112,97,1,1,0,0,0,0,0,0,20,14,1,1,0,0,84.62,0.81,0.00,0.00,0.00,13.77,0.81,0.00,54.25,45.75
2015,WA,24111,Brewster School District,4223,Brewster Middle School,219,200,2,0,0,0,16,1,0,113,106,107,93,1,1,0,0,0,0,0,0,4,12,1,0,0,0,91.32,0.91,0.00,0.00,0.00,7.31,0.46,0.00,51.60,48.40
2015,WA,9075,Bridgeport School District,1900,Bridgeport Aurora High School,17,14,0,1,0,0,2,0,0,11,6,10,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,82.35,0.00,5.88,0.00,0.00,11.76,0.00,0.00,64.71,35.29
2015,WA,9075,Bridgeport School District,2562,Bridgeport Elementary,442,402,0,1,0,0,34,5,0,218,224,198,204,0,0,1,0,0,0,0,0,15,19,4,1,0,0,90.95,0.00,0.23,0.00,0.00,7.69,1.13,0.00,49.32,50.68
2015,WA,9075,Bridgeport School District,2788,Bridgeport High School,209,173,0,0,1,0,33,2,0,107,102,86,87,0,0,0,0,0,1,0,0,19,14,2,0,0,0,82.78,0.00,0.00,0.48,0.00,15.79,0.96,0.00,51.20,48.80
2015,WA,9075,Bridgeport School District,4213,Bridgeport Middle School,174,165,1,0,0,0,7,1,0,98,76,95,70,1,0,0,0,0,0,0,0,2,5,0,1,0,0,94.83,0.57,0.00,0.00,0.00,4.02,0.57,0.00,56.32,43.68
2015,WA,16046,Brinnon School District,2836,Brinnon Elementary,39,3,0,0,0,1,32,3,0,22,17,1,2,0,0,0,0,0,0,1,0,18,14,2,1,0,0,7.69,0.00,0.00,0.00,2.56,82.05,7.69,0.00,56.41,43.59
2015,WA,29100,Burlington-Edison School District,3603,Allen Elementary,431,267,3,9,2,1,134,15,0,220,211,131,136,2,1,6,3,2,0,0,1,73,61,6,9,0,0,61.95,0.70,2.09,0.46,0.23,31.09,3.48,0.00,51.04,48.96
2015,WA,29100,Burlington-Edison School District,4412,Bay View Elementary,523,121,3,11,3,1,364,20,0,276,247,67,54,0,3,4,7,3,0,0,1,190,174,12,8,0,0,23.14,0.57,2.10,0.57,0.19,69.60,3.82,0.00,52.77,47.23
2015,WA,29100,Burlington-Edison School District,1650,BECC,45,25,0,4,0,0,15,1,0,30,15,16,9,0,0,4,0,0,0,0,0,10,5,0,1,0,0,55.56,0.00,8.89,0.00,0.00,33.33,2.22,0.00,66.67,33.33
2015,WA,29100,Burlington-Edison School District,2362,Burlington Edison High School,"1,079",347,14,22,10,2,659,25,0,556,523,159,188,7,7,8,14,7,3,0,2,364,295,11,14,0,0,32.16,1.30,2.04,0.93,0.19,61.08,2.32,0.00,51.53,48.47
2015,WA,29100,Burlington-Edison School District,1928,Burlington-Edison Alternative School,47,28,1,0,0,0,18,0,0,27,20,18,10,0,1,0,0,0,0,0,0,9,9,0,0,0,0,59.57,2.13,0.00,0.00,0.00,38.30,0.00,0.00,57.45,42.55
2015,WA,29100,Burlington-Edison School District,2379,Edison Elementary - Burlington/Edison,483,63,5,4,7,1,386,17,0,258,225,32,31,2,3,1,3,3,4,1,0,211,175,8,9,0,0,13.04,1.04,0.83,1.45,0.21,79.92,3.52,0.00,53.42,46.58
2015,WA,29100,Burlington-Edison School District,3251,Lucille Umbarger Elementary,679,339,9,10,1,1,295,24,0,344,335,171,168,4,5,4,6,0,1,0,1,155,140,10,14,0,0,49.93,1.33,1.47,0.15,0.15,43.45,3.53,0.00,50.66,49.34
2015,WA,29100,Burlington-Edison School District,2946,West View Elementary,425,297,1,6,0,0,115,6,0,204,221,146,151,0,1,4,2,0,0,0,0,52,63,2,4,0,0,69.88,0.24,1.41,0.00,0.00,27.06,1.41,0.00,48.00,52.00
2015,WA,6117,Camas School District,4567,Camas High School,"2,005",138,8,128,20,10,"1,567",134,0,"1,039",966,86,52,2,6,68,60,11,9,5,5,794,773,73,61,0,0,6.88,0.40,6.38,1.00,0.50,78.15,6.68,0.00,51.82,48.18
2015,WA,6117,Camas School District,4182,Dorothy Fox,478,34,3,36,2,3,351,49,0,250,228,19,15,2,1,23,13,2,0,3,0,181,170,20,29,0,0,7.11,0.63,7.53,0.42,0.63,73.43,10.25,0.00,52.30,47.70
2015,WA,6117,Camas School District,5158,Grass Valley Elementary,526,45,0,41,8,2,371,59,0,255,271,21,24,0,0,18,23,4,4,0,2,187,184,25,34,0,0,8.56,0.00,7.79,1.52,0.38,70.53,11.22,0.00,48.48,51.52
2015,WA,6117,Camas School District,5104,Hayes Freedom High School,136,7,0,3,1,1,119,5,0,74,62,3,4,0,0,2,1,0,1,0,1,65,54,4,1,0,0,5.15,0.00,2.21,0.74,0.74,87.50,3.68,0.00,54.41,45.59
