School Year,State,District Code,District Name,School Code,School Name,Grade,Total,Hispanic / Latino of any race(s),American Indian / Alaskan Native,Asian,Black / African American,Native Hawaiian / Other Pacific Islander,White,Two or More Races,Not Provided*,Male,Female,Hispanic / Latino of any race(s)_M,Hispanic / Latino of any race(s)_F,American Indian / Alaskan Native_M,American Indian / Alaskan Native_F,Asian_M,Asian_F,Black / African American_M,Black / African American_F,Native Hawaiian / Other Pacific Islander_M,Native Hawaiian / Other Pacific Islander_F,White_M,White_F,Two or More Races_M,Two or More Races_F,Not Provided_M*,Not Provided_F*,% Hispanic / Latino of any race(s),% American Indian / Alaskan Native,% Asian,% Black / African American,% Native Hawaiian / Other Pacific Islander,% White,% Two or More Races,% Not Provided*,% Male,% Female
2015,WA,14005,Aberdeen School District,2834,A J West Elementary,PK,2,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,100.00,0.00
2015,WA,14005,Aberdeen School District,2834,A J West Elementary,K1,70,34,5,0,1,0,29,1,0,35,35,18,16,4,1,0,0,1,0,0,0,11,18,1,0,0,0,48.57,7.14,0.00,1.43,0.00,41.43,1.43,0.00,50.00,50.00
2015,WA,14005,Aberdeen School District,2834,A J West Elementary,1,46,22,3,0,0,0,18,3,0,23,23,11,11,2,1,0,0,0,0,0,0,8,10,2,1,0,0,47.83,6.52,0.00,0.00,0.00,39.13,6.52,0.00,50.00,50.00
2015,WA,14005,Aberdeen School District,2834,A J West Elementary,2,66,26,0,3,0,0,36,1,0,33,33,11,15,0,0,2,1,0,0,0,0,20,16,0,1,0,0,39.39,0.00,4.55,0.00,0.00,54.55,1.52,0.00,50.00,50.00
2015,WA,14005,Aberdeen School District,2834,A J West Elementary,3,59,26,3,0,1,0,27,2,0,33,26,14,12,2,1,0,0,0,1,0,0,15,12,2,0,0,0,44.07,5.08,0.00,1.69,0.00,45.76,3.39,0.00,55.93,44.07
2015,WA,14005,Aberdeen School District,2834,A J West Elementary,4,45,21,3,1,0,0,19,1,0,29,16,13,8,1,2,1,0,0,0,0,0,14,5,0,1,0,0,46.67,6.67,2.22,0.00,0.00,42.22,2.22,0.00,64.44,35.56
2015,WA,14005,Aberdeen School District,2834,A J West Elementary,5,60,21,2,4,1,0,30,2,0,29,31,8,13,2,0,3,1,1,0,0,0,13,17,2,0,0,0,35.00,3.33,6.67,1.67,0.00,50.00,3.33,0.00,48.33,51.67
2015,WA,14005,Aberdeen School District,2834,A J West Elementary,6,62,32,3,1,1,0,23,2,0,37,25,18,14,1,2,0,1,1,0,0,0,16,7,1,1,0,0,51.61,4.84,1.61,1.61,0.00,37.10,3.23,0.00,59.68,40.32
2015,WA,14005,Aberdeen School District,3216,Central Park Elementary,PK,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,14005,Aberdeen School District,3216,Central Park Elementary,K1,25,4,1,0,0,0,15,5,0,14,11,4,0,1,0,0,0,0,0,0,0,6,9,3,2,0,0,16.00,4.00,0.00,0.00,0.00,60.00,20.00,0.00,56.00,44.00
2015,WA,14005,Aberdeen School District,3216,Central Park Elementary,1,25,2,0,0,0,0,21,2,0,13,12,1,1,0,0,0,0,0,0,0,0,10,11,2,0,0,0,8.00,0.00,0.00,0.00,0.00,84.00,8.00,0.00,52.00,48.00
2015,WA,14005,Aberdeen School District,3216,Central Park Elementary,2,21,5,0,1,0,0,13,2,0,10,11,3,2,0,0,1,0,0,0,0,0,6,7,0,2,0,0,23.81,0.00,4.76,0.00,0.00,61.90,9.52,0.00,47.62,52.38
2015,WA,14005,Aberdeen School District,3216,Central Park Elementary,3,30,7,0,0,1,0,18,4,0,19,11,4,3,0,0,0,0,1,0,0,0,11,7,3,1,0,0,23.33,0.00,0.00,3.33,0.00,60.00,13.33,0.00,63.33,36.67
2015,WA,14005,Aberdeen School District,3216,Central Park Elementary,4,21,0,0,0,0,0,20,1,0,9,12,0,0,0,0,0,0,0,0,0,0,9,11,0,1,0,0,0.00,0.00,0.00,0.00,0.00,95.24,4.76,0.00,42.86,57.14
2015,WA,14005,Aberdeen School District,3216,Central Park Elementary,5,21,4,1,1,0,0,14,1,0,8,13,2,2,0,1,0,1,0,0,0,0,5,9,1,0,0,0,19.05,4.76,4.76,0.00,0.00,66.67,4.76,0.00,38.10,61.90
2015,WA,14005,Aberdeen School District,3216,Central Park Elementary,6,30,3,3,1,0,0,20,3,0,13,17,2,1,0,3,0,1,0,0,0,0,10,10,1,2,0,0,10.00,10.00,3.33,0.00,0.00,66.67,10.00,0.00,43.33,56.67
2015,WA,14005,Aberdeen School District,4267,Grays Harbor Juvenile Detention,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,14005,Aberdeen School District,4267,Grays Harbor Juvenile Detention,8,4,2,1,0,1,0,0,0,0,2,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,50.00,25.00,0.00,25.00,0.00,0.00,0.00,0.00,50.00,50.00
2015,WA,14005,Aberdeen School District,4267,Grays Harbor Juvenile Detention,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,14005,Aberdeen School District,4267,Grays Harbor Juvenile Detention,10,9,1,1,0,0,0,7,0,0,7,2,0,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,11.11,11.11,0.00,0.00,0.00,77.78,0.00,0.00,77.78,22.22
2015,WA,14005,Aberdeen School District,4267,Grays Harbor Juvenile Detention,11,3,1,1,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,33.33,33.33,0.00,0.00,0.00,33.33,0.00,0.00,66.67,33.33
2015,WA,14005,Aberdeen School District,4267,Grays Harbor Juvenile Detention,12,5,0,1,0,0,0,4,0,0,3,2,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0.00,20.00,0.00,0.00,0.00,80.00,0.00,0.00,60.00,40.00
2015,WA,14005,Aberdeen School District,3857,Harbor High School,9,3,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,66.67,33.33
2015,WA,14005,Aberdeen School District,3857,Harbor High School,10,12,2,1,0,2,0,5,2,0,4,8,0,2,0,1,0,0,2,0,0,0,2,3,0,2,0,0,16.67,8.33,0.00,16.67,0.00,41.67,16.67,0.00,33.33,66.67
2015,WA,14005,Aberdeen School District,3857,Harbor High School,11,26,6,1,0,0,0,16,3,0,17,9,4,2,1,0,0,0,0,0,0,0,10,6,2,1,0,0,23.08,3.85,0.00,0.00,0.00,61.54,11.54,0.00,65.38,34.62
2015,WA,14005,Aberdeen School District,3857,Harbor High School,12,75,15,4,1,0,0,52,3,0,41,34,10,5,2,2,0,1,0,0,0,0,28,24,1,2,0,0,20.00,5.33,1.33,0.00,0.00,69.33,4.00,0.00,54.67,45.33
2015,WA,14005,Aberdeen School District,3154,Hopkins Elementary,PK,42,10,0,0,1,0,26,5,0,26,16,6,4,0,0,0,0,1,0,0,0,15,11,4,1,0,0,23.81,0.00,0.00,2.38,0.00,61.90,11.90,0.00,61.90,38.10
2015,WA,14005,Aberdeen School District,3476,J M Weatherwax High School,7,3,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.00,0.00,0.00,0.00,0.00,66.67,33.33,0.00,33.33,66.67
2015,WA,14005,Aberdeen School District,3476,J M Weatherwax High School,8,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
2015,WA,14005,Aberdeen School District,3476,J M Weatherwax High School,9,244,65,10,8,4,1,148,8,0,130,114,30,35,4,6,6,2,3,1,1,0,81,67,5,3,0,0,26.64,4.10,3.28,1.64,0.41,60.66,3.28,0.00,53.28,46.72
2015,WA,14005,Aberdeen School District,3476,J M Weatherwax High School,10,245,60,13,10,3,2,154,3,0,130,115,36,24,7,6,5,5,2,1,1,1,79,75,0,3,0,0,24.49,5.31,4.08,1.22,0.82,62.86,1.22,0.00,53.06,46.94
2015,WA,14005,Aberdeen School District,3476,J M Weatherwax High School,11,198,53,6,5,3,2,121,8,0,101,97,28,25,2,4,2,3,3,0,1,1,62,59,3,5,0,0,26.77,3.03,2.53,1.52,1.01,61.11,4.04,0.00,51.01,48.99
2015,WA,14005,Aberdeen School District,3476,J M Weatherwax High School,12,218,47,9,10,5,0,141,6,0,115,103,28,19,3,6,5,5,4,1,0,0,72,69,3,3,0,0,21.56,4.13,4.59,2.29,0.00,64.68,2.75,0.00,52.75,47.25
2015,WA,14005,Aberdeen School District,2449,McDermoth Elementary,K1,51,18,1,0,0,0,30,2,0,22,29,7,11,0,1,0,0,0,0,0,0,13,17,2,0,0,0,35.29,1.96,0.00,0.00,0.00,58.82,3.92,0.00,43.14,56.86
2015,WA,14005,Aberdeen School District,2449,McDermoth Elementary,1,58,19,1,1,0,0,30,7,0,27,31,11,8,0,1,1,0,0,0,0,0,13,17,2,5,0,0,32.76,1.72,1.72,0.00,0.00,51.72,12.07,0.00,46.55,53.45
2015,WA,14005,Aberdeen School District,2449,McDermoth Elementary,2,64,20,1,0,1,0,37,5,0,29,35,11,9,1,0,0,0,1,0,0,0,13,24,3,2,0,0,31.25,1.56,0.00,1.56,0.00,57.81,7.81,0.00,45.31,54.69
2015,WA,14005,Aberdeen School District,2449,McDermoth Elementary,3,53,19,2,2,0,0,29,1,0,25,28,5,14,2,0,0,2,0,0,0,0,17,12,1,0,0,0,35.85,3.77,3.77,0.00,0.00,54.72,1.89,0.00,47.17,52.83
2015,WA,14005,Aberdeen School District,2449,McDermoth Elementary,4,40,11,2,0,0,0,24,3,0,21,19,6,5,2,0,0,0,0,0,0,0,13,11,0,3,0,0,27.50,5.00,0.00,0.00,0.00,60.00,7.50,0.00,52.50,47.50
2015,WA,14005,Aberdeen School District,2449,McDermoth Elementary,5,43,8,1,1,1,0,30,2,0,22,21,2,6,0,1,1,0,0,1,0,0,17,13,2,0,0,0,18.60,2.33,2.33,2.33,0.00,69.77,4.65,0.00,51.16,48.84
2015,WA,14005,Aberdeen School District,2449,McDermoth Elementary,6,64,17,6,3,1,0,35,2,0,31,33,7,10,3,3,2,1,0,1,0,0,18,17,1,1,0,0,26.56,9.38,4.69,1.56,0.00,54.69,3.13,0.00,48.44,51.56
2015,WA,14005,Aberdeen School District,2305,Miller Junior High,7,213,45,10,5,3,2,141,7,0,100,113,19,26,5,5,3,2,0,3,0,2,70,71,3,4,0,0,21.13,4.69,2.35,1.41,0.94,66.20,3.29,0.00,46.95,53.05
2015,WA,14005,Aberdeen School District,2305,Miller Junior High,8,229,72,10,6,0,1,137,3,0,118,111,43,29,3,7,1,5,0,0,0,1,70,67,1,2,0,0,31.44,4.37,2.62,0.00,0.44,59.83,1.31,0.00,51.53,48.47
2015,WA,14005,Aberdeen School District,2763,Robert Gray Elementary,PK,3,2,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66.67,0.00,0.00,0.00,0.00,0.00,33.33,0.00,100.00,0.00
2015,WA,14005,Aberdeen School District,2763,Robert Gray Elementary,K1,49,20,0,0,0,0,26,3,0,27,22,9,11,0,0,0,0,0,0,0,0,15,11,3,0,0,0,40.82,0.00,0.00,0.00,0.00,53.06,6.12,0.00,55.10,44.90
2015,WA,14005,Aberdeen School District,2763,Robert Gray Elementary,1,48,20,0,0,0,0,26,2,0,23,25,9,11,0,0,0,0,0,0,0,0,13,13,1,1,0,0,41.67,0.00,0.00,0.00,0.00,54.17,4.17,0.00,47.92,52.08
2015,WA,14005,Aberdeen School District,2763,Robert Gray Elementary,2,47,19,1,1,1,0,22,3,0,25,22,12,7,0,1,1,0,1,0,0,0,9,13,2,1,0,0,40.43,2.13,2.13,2.13,0.00,46.81,6.38,0.00,53.19,46.81
2015,WA,14005,Aberdeen School District,2763,Robert Gray Elementary,3,48,11,2,0,0,0,30,5,0,22,26,3,8,1,1,0,0,0,0,0,0,16,14,2,3,0,0,22.92,4.17,0.00,0.00,0.00,62.50,10.42,0.00,45.83,54.17
2015,WA,14005,Aberdeen School District,2763,Robert Gray Elementary,4,32,13,1,0,0,0,16,2,0,12,20,5,8,1,0,0,0,0,0,0,0,5,11,1,1,0,0,40.63,3.13,0.00,0.00,0.00,50.00,6.25,0.00,37.50,62.50
2015,WA,14005,Aberdeen School District,2763,Robert Gray Elementary,5,41,8,0,0,1,0,28,4,0,19,22,2,6,0,0,0,0,0,1,0,0,15,13,2,2,0,0,19.51,0.00,0.00,2.44,0.00,68.29,9.76,0.00,46.34,53.66
2015,WA,14005,Aberdeen School District,2763,Robert Gray Elementary,6,35,9,4,1,0,0,20,1,0,16,19,4,5,1,3,1,0,0,0,0,0,10,10,0,1,0,0,25.71,11.43,2.86,0.00,0.00,57.14,2.86,0.00,45.71,54.29
2015,WA,14005,Aberdeen School District,2971,Stevens Elementary School,PK,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,14005,Aberdeen School District,2971,Stevens Elementary School,K1,71,20,1,2,3,2,38,5,0,42,29,11,9,0,1,1,1,1,2,1,1,25,13,3,2,0,0,28.17,1.41,2.82,4.23,2.82,53.52,7.04,0.00,59.15,40.85
2015,WA,14005,Aberdeen School District,2971,Stevens Elementary School,1,88,28,3,6,1,0,41,9,0,48,40,17,11,1,2,3,3,0,1,0,0,25,16,2,7,0,0,31.82,3.41,6.82,1.14,0.00,46.59,10.23,0.00,54.55,45.45
2015,WA,14005,Aberdeen School District,2971,Stevens Elementary School,2,66,28,2,2,0,0,32,2,0,28,38,9,19,1,1,2,0,0,0,0,0,14,18,2,0,0,0,42.42,3.03,3.03,0.00,0.00,48.48,3.03,0.00,42.42,57.58
2015,WA,14005,Aberdeen School District,2971,Stevens Elementary School,3,67,23,6,5,2,0,28,3,0,36,31,11,12,4,2,1,4,2,0,0,0,16,12,2,1,0,0,34.33,8.96,7.46,2.99,0.00,41.79,4.48,0.00,53.73,46.27
2015,WA,14005,Aberdeen School District,2971,Stevens Elementary School,4,64,26,5,1,0,0,29,3,0,42,22,19,7,3,2,1,0,0,0,0,0,17,12,2,1,0,0,40.63,7.81,1.56,0.00,0.00,45.31,4.69,0.00,65.63,34.38
2015,WA,14005,Aberdeen School District,2971,Stevens Elementary School,5,71,19,7,1,2,0,38,4,0,37,34,6,13,5,2,1,0,0,2,0,0,24,14,1,3,0,0,26.76,9.86,1.41,2.82,0.00,53.52,5.63,0.00,52.11,47.89
2015,WA,14005,Aberdeen School District,2971,Stevens Elementary School,6,49,14,8,2,2,0,21,2,0,16,33,5,9,3,5,0,2,0,2,0,0,7,14,1,1,0,0,28.57,16.33,4.08,4.08,0.00,42.86,4.08,0.00,32.65,67.35
2015,WA,21226,Adna School District,2227,Adna Elementary School,PK,4,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,25.00,75.00
2015,WA,21226,Adna School District,2227,Adna Elementary School,K2,42,2,0,0,2,0,38,0,0,23,19,2,0,0,0,0,0,0,2,0,0,21,17,0,0,0,0,4.76,0.00,0.00,4.76,0.00,90.48,0.00,0.00,54.76,45.24
2015,WA,21226,Adna School District,2227,Adna Elementary School,1,47,4,0,0,0,0,43,0,0,26,21,3,1,0,0,0,0,0,0,0,0,23,20,0,0,0,0,8.51,0.00,0.00,0.00,0.00,91.49,0.00,0.00,55.32,44.68
2015,WA,21226,Adna School District,2227,Adna Elementary School,2,34,2,0,0,0,0,32,0,0,20,14,2,0,0,0,0,0,0,0,0,0,18,14,0,0,0,0,5.88,0.00,0.00,0.00,0.00,94.12,0.00,0.00,58.82,41.18
2015,WA,21226,Adna School District,2227,Adna Elementary School,3,42,4,0,1,0,0,37,0,0,21,21,3,1,0,0,1,0,0,0,0,0,17,20,0,0,0,0,9.52,0.00,2.38,0.00,0.00,88.10,0.00,0.00,50.00,50.00
2015,WA,21226,Adna School District,2227,Adna Elementary School,4,35,1,0,1,0,0,32,1,0,23,12,0,1,0,0,1,0,0,0,0,0,21,11,1,0,0,0,2.86,0.00,2.86,0.00,0.00,91.43,2.86,0.00,65.71,34.29
2015,WA,21226,Adna School District,2227,Adna Elementary School,5,42,3,1,1,0,0,37,0,0,18,24,1,2,1,0,0,1,0,0,0,0,16,21,0,0,0,0,7.14,2.38,2.38,0.00,0.00,88.10,0.00,0.00,42.86,57.14
2015,WA,21226,Adna School District,2441,Adna Middle/High School,6,51,3,0,0,0,0,47,1,0,27,24,1,2,0,0,0,0,0,0,0,0,25,22,1,0,0,0,5.88,0.00,0.00,0.00,0.00,92.16,1.96,0.00,52.94,47.06
2015,WA,21226,Adna School District,2441,Adna Middle/High School,7,47,3,0,0,0,0,43,1,0,21,26,2,1,0,0,0,0,0,0,0,0,19,24,0,1,0,0,6.38,0.00,0.00,0.00,0.00,91.49,2.13,0.00,44.68,55.32
2015,WA,21226,Adna School District,2441,Adna Middle/High School,8,56,3,1,0,0,0,52,0,0,36,20,1,2,1,0,0,0,0,0,0,0,34,18,0,0,0,0,5.36,1.79,0.00,0.00,0.00,92.86,0.00,0.00,64.29,35.71
2015,WA,21226,Adna School District,2441,Adna Middle/High School,9,48,3,0,0,0,0,40,5,0,23,25,1,2,0,0,0,0,0,0,0,0,21,19,1,4,0,0,6.25,0.00,0.00,0.00,0.00,83.33,10.42,0.00,47.92,52.08
2015,WA,21226,Adna School District,2441,Adna Middle/High School,10,61,2,0,0,0,0,57,2,0,36,25,0,2,0,0,0,0,0,0,0,0,35,22,1,1,0,0,3.28,0.00,0.00,0.00,0.00,93.44,3.28,0.00,59.02,40.98
2015,WA,21226,Adna School District,2441,Adna Middle/High School,11,60,2,0,1,0,0,54,3,0,28,32,0,2,0,0,0,1,0,0,0,0,27,27,1,2,0,0,3.33,0.00,1.67,0.00,0.00,90.00,5.00,0.00,46.67,53.33
2015,WA,21226,Adna School District,2441,Adna Middle/High School,12,43,3,1,0,1,0,37,1,0,20,23,2,1,0,1,0,0,1,0,0,0,17,20,0,1,0,0,6.98,2.33,0.00,2.33,0.00,86.05,2.33,0.00,46.51,53.49
2015,WA,22017,Almira School District,2860,Almira Elementary School,PK,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,22017,Almira School District,2860,Almira Elementary School,K1,8,0,0,0,0,0,6,2,0,5,3,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0.00,0.00,0.00,0.00,0.00,75.00,25.00,0.00,62.50,37.50
2015,WA,22017,Almira School District,2860,Almira Elementary School,1,5,1,0,0,0,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,80.00,20.00
2015,WA,22017,Almira School District,2860,Almira Elementary School,2,7,1,0,0,0,0,6,0,0,6,1,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,14.29,0.00,0.00,0.00,0.00,85.71,0.00,0.00,85.71,14.29
2015,WA,22017,Almira School District,2860,Almira Elementary School,3,7,1,0,0,0,0,5,1,0,2,5,0,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,14.29,0.00,0.00,0.00,0.00,71.43,14.29,0.00,28.57,71.43
2015,WA,22017,Almira School District,2860,Almira Elementary School,4,5,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,40.00,60.00
2015,WA,22017,Almira School District,2860,Almira Elementary School,5,6,0,0,0,0,0,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,33.33,66.67
2015,WA,22017,Almira School District,2860,Almira Elementary School,6,28,1,0,1,0,0,26,0,0,11,17,0,1,0,0,0,1,0,0,0,0,11,15,0,0,0,0,3.57,0.00,3.57,0.00,0.00,92.86,0.00,0.00,39.29,60.71
2015,WA,22017,Almira School District,2860,Almira Elementary School,7,19,3,0,0,0,0,16,0,0,13,6,2,1,0,0,0,0,0,0,0,0,11,5,0,0,0,0,15.79,0.00,0.00,0.00,0.00,84.21,0.00,0.00,68.42,31.58
2015,WA,22017,Almira School District,2860,Almira Elementary School,8,29,1,0,1,1,0,25,1,0,17,12,1,0,0,0,0,1,1,0,0,0,14,11,1,0,0,0,3.45,0.00,3.45,3.45,0.00,86.21,3.45,0.00,58.62,41.38
2015,WA,29103,Anacortes School District,2467,Anacortes High School,9,188,12,4,8,3,0,160,1,0,83,105,3,9,2,2,6,2,1,2,0,0,71,89,0,1,0,0,6.38,2.13,4.26,1.60,0.00,85.11,0.53,0.00,44.15,55.85
2015,WA,29103,Anacortes School District,2467,Anacortes High School,10,205,21,3,6,5,0,167,3,0,99,106,11,10,3,0,2,4,2,3,0,0,80,87,1,2,0,0,10.24,1.46,2.93,2.44,0.00,81.46,1.46,0.00,48.29,51.71
2015,WA,29103,Anacortes School District,2467,Anacortes High School,11,222,25,2,7,2,0,186,0,0,117,105,10,15,2,0,7,0,1,1,0,0,97,89,0,0,0,0,11.26,0.90,3.15,0.90,0.00,83.78,0.00,0.00,52.70,47.30
2015,WA,29103,Anacortes School District,2467,Anacortes High School,12,196,8,1,7,4,1,173,2,0,101,95,5,3,0,1,5,2,2,2,0,1,87,86,2,0,0,0,4.08,0.51,3.57,2.04,0.51,88.27,1.02,0.00,51.53,48.47
2015,WA,29103,Anacortes School District,2707,Anacortes Middle School,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,29103,Anacortes School District,2707,Anacortes Middle School,7,222,13,3,15,6,2,181,2,0,120,102,6,7,0,3,8,7,3,3,1,1,101,80,1,1,0,0,5.86,1.35,6.76,2.70,0.90,81.53,0.90,0.00,54.05,45.95
2015,WA,29103,Anacortes School District,2707,Anacortes Middle School,8,202,17,0,9,1,0,169,6,0,115,87,8,9,0,0,5,4,0,1,0,0,98,71,4,2,0,0,8.42,0.00,4.46,0.50,0.00,83.66,2.97,0.00,56.93,43.07
2015,WA,29103,Anacortes School District,5176,Cap Sante High School,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
2015,WA,29103,Anacortes School District,5176,Cap Sante High School,10,9,0,0,0,0,0,9,0,0,4,5,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,44.44,55.56
2015,WA,29103,Anacortes School District,5176,Cap Sante High School,11,13,1,1,0,0,0,11,0,0,6,7,0,1,0,1,0,0,0,0,0,0,6,5,0,0,0,0,7.69,7.69,0.00,0.00,0.00,84.62,0.00,0.00,46.15,53.85
2015,WA,29103,Anacortes School District,5176,Cap Sante High School,12,31,3,0,0,0,0,27,1,0,12,19,1,2,0,0,0,0,0,0,0,0,10,17,1,0,0,0,9.68,0.00,0.00,0.00,0.00,87.10,3.23,0.00,38.71,61.29
2015,WA,29103,Anacortes School District,3182,Fidalgo Elementary,K1,48,3,0,0,0,0,44,1,0,26,22,0,3,0,0,0,0,0,0,0,0,25,19,1,0,0,0,6.25,0.00,0.00,0.00,0.00,91.67,2.08,0.00,54.17,45.83
2015,WA,29103,Anacortes School District,3182,Fidalgo Elementary,K2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,29103,Anacortes School District,3182,Fidalgo Elementary,1,74,10,0,2,0,0,60,2,0,37,37,5,5,0,0,0,2,0,0,0,0,31,29,1,1,0,0,13.51,0.00,2.70,0.00,0.00,81.08,2.70,0.00,50.00,50.00
2015,WA,29103,Anacortes School District,3182,Fidalgo Elementary,2,76,7,0,2,1,1,63,2,0,38,38,3,4,0,0,0,2,0,1,0,1,34,29,1,1,0,0,9.21,0.00,2.63,1.32,1.32,82.89,2.63,0.00,50.00,50.00
2015,WA,29103,Anacortes School District,3182,Fidalgo Elementary,3,51,6,0,1,0,0,42,2,0,30,21,4,2,0,0,0,1,0,0,0,0,24,18,2,0,0,0,11.76,0.00,1.96,0.00,0.00,82.35,3.92,0.00,58.82,41.18
2015,WA,29103,Anacortes School District,3182,Fidalgo Elementary,4,75,4,0,3,0,1,66,1,0,35,40,2,2,0,0,1,2,0,0,1,0,31,35,0,1,0,0,5.33,0.00,4.00,0.00,1.33,88.00,1.33,0.00,46.67,53.33
2015,WA,29103,Anacortes School District,3182,Fidalgo Elementary,5,49,6,1,2,2,0,37,1,0,31,18,4,2,0,1,2,0,2,0,0,0,22,15,1,0,0,0,12.24,2.04,4.08,4.08,0.00,75.51,2.04,0.00,63.27,36.73
2015,WA,29103,Anacortes School District,3182,Fidalgo Elementary,6,58,1,2,2,3,0,49,1,0,33,25,0,1,1,1,2,0,1,2,0,0,29,20,0,1,0,0,1.72,3.45,3.45,5.17,0.00,84.48,1.72,0.00,56.90,43.10
2015,WA,29103,Anacortes School District,3252,Island View Elementary,K1,21,3,0,1,0,0,16,1,0,7,14,0,3,0,0,1,0,0,0,0,0,5,11,1,0,0,0,14.29,0.00,4.76,0.00,0.00,76.19,4.76,0.00,33.33,66.67
2015,WA,29103,Anacortes School District,3252,Island View Elementary,K2,3,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,33.33,66.67
2015,WA,29103,Anacortes School District,3252,Island View Elementary,1,61,5,0,1,0,0,55,0,0,29,32,3,2,0,0,1,0,0,0,0,0,25,30,0,0,0,0,8.20,0.00,1.64,0.00,0.00,90.16,0.00,0.00,47.54,52.46
2015,WA,29103,Anacortes School District,3252,Island View Elementary,2,66,7,1,0,1,0,54,3,0,39,27,4,3,1,0,0,0,1,0,0,0,32,22,1,2,0,0,10.61,1.52,0.00,1.52,0.00,81.82,4.55,0.00,59.09,40.91
2015,WA,29103,Anacortes School District,3252,Island View Elementary,3,66,5,0,3,0,0,58,0,0,29,37,1,4,0,0,0,3,0,0,0,0,28,30,0,0,0,0,7.58,0.00,4.55,0.00,0.00,87.88,0.00,0.00,43.94,56.06
2015,WA,29103,Anacortes School District,3252,Island View Elementary,4,60,7,0,1,2,0,49,1,0,33,27,1,6,0,0,0,1,1,1,0,0,31,18,0,1,0,0,11.67,0.00,1.67,3.33,0.00,81.67,1.67,0.00,55.00,45.00
2015,WA,29103,Anacortes School District,3252,Island View Elementary,5,63,7,0,5,0,0,51,0,0,35,28,3,4,0,0,1,4,0,0,0,0,31,20,0,0,0,0,11.11,0.00,7.94,0.00,0.00,80.95,0.00,0.00,55.56,44.44
