School Year,State,District Code,District Name,School Code,School Name,Grade,Total,Hispanic / Latino of any race(s),American Indian / Alaskan Native,Asian,Black / African American,Native Hawaiian / Other Pacific Islander,White,Two or More Races,Not Provided*,Male,Female,Hispanic / Latino of any race(s)_M,Hispanic / Latino of any race(s)_F,American Indian / Alaskan Native_M,American Indian / Alaskan Native_F,Asian_M,Asian_F,Black / African American_M,Black / African American_F,Native Hawaiian / Other Pacific Islander_M,Native Hawaiian / Other Pacific Islander_F,White_M,White_F,Two or More Races_M,Two or More Races_F,Not Provided_M*,Not Provided_F*,% Hispanic / Latino of any race(s),% American Indian / Alaskan Native,% Asian,% Black / African American,% Native Hawaiian / Other Pacific Islander,% White,% Two or More Races,% Not Provided*,% Male,% Female
2015,WA,36250,College Place School District,5362,College Place High School,10,18,1,0,1,0,0,16,0,0,6,12,0,1,0,0,0,1,0,0,0,0,6,10,0,0,0,0,5.56,0.00,5.56,0.00,0.00,88.89,0.00,0.00,33.33,66.67
2015,WA,36250,College Place School District,5362,College Place High School,11,39,5,0,5,0,0,29,0,0,24,15,5,0,0,0,5,0,0,0,0,0,14,15,0,0,0,0,12.82,0.00,12.82,0.00,0.00,74.36,0.00,0.00,61.54,38.46
2015,WA,36250,College Place School District,5362,College Place High School,12,50,6,0,2,1,0,41,0,0,24,26,2,4,0,0,0,2,0,1,0,0,22,19,0,0,0,0,12.00,0.00,4.00,2.00,0.00,82.00,0.00,0.00,48.00,52.00
2015,WA,36250,College Place School District,2114,Davis Elementary,PK,8,5,0,0,0,0,3,0,0,7,1,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,62.50,0.00,0.00,0.00,0.00,37.50,0.00,0.00,87.50,12.50
2015,WA,36250,College Place School District,2114,Davis Elementary,K1,113,57,0,0,1,0,53,2,0,55,58,29,28,0,0,0,0,1,0,0,0,25,28,0,2,0,0,50.44,0.00,0.00,0.88,0.00,46.90,1.77,0.00,48.67,51.33
2015,WA,36250,College Place School District,2114,Davis Elementary,1,106,43,0,2,2,0,57,2,0,61,45,26,17,0,0,1,1,0,2,0,0,34,23,0,2,0,0,40.57,0.00,1.89,1.89,0.00,53.77,1.89,0.00,57.55,42.45
2015,WA,36250,College Place School District,2114,Davis Elementary,2,94,43,2,0,0,1,45,3,0,45,49,24,19,0,2,0,0,0,0,1,0,19,26,1,2,0,0,45.74,2.13,0.00,0.00,1.06,47.87,3.19,0.00,47.87,52.13
2015,WA,36250,College Place School District,2114,Davis Elementary,3,102,52,1,1,0,0,45,3,0,47,55,21,31,0,1,1,0,0,0,0,0,23,22,2,1,0,0,50.98,0.98,0.98,0.00,0.00,44.12,2.94,0.00,46.08,53.92
2015,WA,36250,College Place School District,2114,Davis Elementary,4,84,38,0,0,0,0,45,1,0,45,39,20,18,0,0,0,0,0,0,0,0,25,20,0,1,0,0,45.24,0.00,0.00,0.00,0.00,53.57,1.19,0.00,53.57,46.43
2015,WA,36250,College Place School District,2114,Davis Elementary,5,103,48,1,3,0,1,50,0,0,52,51,23,25,1,0,1,2,0,0,1,0,26,24,0,0,0,0,46.60,0.97,2.91,0.00,0.97,48.54,0.00,0.00,50.49,49.51
2015,WA,36250,College Place School District,3541,John Sager Middle School,6,92,39,0,0,0,0,53,0,0,48,44,17,22,0,0,0,0,0,0,0,0,31,22,0,0,0,0,42.39,0.00,0.00,0.00,0.00,57.61,0.00,0.00,52.17,47.83
2015,WA,36250,College Place School District,3541,John Sager Middle School,7,100,39,1,0,0,1,57,2,0,53,47,18,21,1,0,0,0,0,0,1,0,33,24,0,2,0,0,39.00,1.00,0.00,0.00,1.00,57.00,2.00,0.00,53.00,47.00
2015,WA,36250,College Place School District,3541,John Sager Middle School,8,82,34,0,0,0,1,44,3,0,54,28,20,14,0,0,0,0,0,0,1,0,31,13,2,1,0,0,41.46,0.00,0.00,0.00,1.22,53.66,3.66,0.00,65.85,34.15
2015,WA,38306,Colton School District,2588,Colton School,PK,3,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,33.33,66.67
2015,WA,38306,Colton School District,2588,Colton School,K2,13,0,0,0,0,0,13,0,0,7,6,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,53.85,46.15
2015,WA,38306,Colton School District,2588,Colton School,1,8,0,0,0,0,0,7,1,0,5,3,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0.00,0.00,0.00,0.00,0.00,87.50,12.50,0.00,62.50,37.50
2015,WA,38306,Colton School District,2588,Colton School,2,9,0,0,0,0,0,9,0,0,5,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,55.56,44.44
2015,WA,38306,Colton School District,2588,Colton School,3,11,0,0,0,0,0,10,1,0,6,5,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0.00,0.00,0.00,0.00,0.00,90.91,9.09,0.00,54.55,45.45
2015,WA,38306,Colton School District,2588,Colton School,4,8,0,0,1,1,0,6,0,0,4,4,0,0,0,0,0,1,0,1,0,0,4,2,0,0,0,0,0.00,0.00,12.50,12.50,0.00,75.00,0.00,0.00,50.00,50.00
2015,WA,38306,Colton School District,2588,Colton School,5,13,1,0,0,1,0,10,1,0,4,9,0,1,0,0,0,0,1,0,0,0,3,7,0,1,0,0,7.69,0.00,0.00,7.69,0.00,76.92,7.69,0.00,30.77,69.23
2015,WA,38306,Colton School District,2588,Colton School,6,16,0,0,0,0,0,16,0,0,9,7,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,56.25,43.75
2015,WA,38306,Colton School District,2588,Colton School,7,13,0,0,1,0,0,11,1,0,8,5,0,0,0,0,1,0,0,0,0,0,6,5,1,0,0,0,0.00,0.00,7.69,0.00,0.00,84.62,7.69,0.00,61.54,38.46
2015,WA,38306,Colton School District,2588,Colton School,8,18,0,0,1,0,0,16,1,0,9,9,0,0,0,0,0,1,0,0,0,0,8,8,1,0,0,0,0.00,0.00,5.56,0.00,0.00,88.89,5.56,0.00,50.00,50.00
2015,WA,38306,Colton School District,2588,Colton School,9,15,0,0,0,0,0,14,1,0,8,7,0,0,0,0,0,0,0,0,0,0,8,6,0,1,0,0,0.00,0.00,0.00,0.00,0.00,93.33,6.67,0.00,53.33,46.67
2015,WA,38306,Colton School District,2588,Colton School,10,13,0,0,1,0,0,12,0,0,8,5,0,0,0,0,1,0,0,0,0,0,7,5,0,0,0,0,0.00,0.00,7.69,0.00,0.00,92.31,0.00,0.00,61.54,38.46
2015,WA,38306,Colton School District,2588,Colton School,11,9,0,0,0,0,0,9,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,33.33,66.67
2015,WA,38306,Colton School District,2588,Colton School,12,17,1,0,0,0,0,16,0,0,7,10,1,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,5.88,0.00,0.00,0.00,0.00,94.12,0.00,0.00,41.18,58.82
2015,WA,33206,Columbia (Stevens) School District,5283,Columbia Alternative School,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00
2015,WA,33206,Columbia (Stevens) School District,5283,Columbia Alternative School,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,K1,9,0,2,0,0,0,5,2,0,6,3,0,0,2,0,0,0,0,0,0,0,3,2,1,1,0,0,0.00,22.22,0.00,0.00,0.00,55.56,22.22,0.00,66.67,33.33
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,1,7,0,1,0,0,0,5,1,0,6,1,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0.00,14.29,0.00,0.00,0.00,71.43,14.29,0.00,85.71,14.29
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,2,7,0,1,0,0,0,5,1,0,5,2,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0.00,14.29,0.00,0.00,0.00,71.43,14.29,0.00,71.43,28.57
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,3,10,1,2,0,0,0,4,3,0,6,4,1,0,1,1,0,0,0,0,0,0,3,1,1,2,0,0,10.00,20.00,0.00,0.00,0.00,40.00,30.00,0.00,60.00,40.00
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,4,13,2,4,0,0,0,5,2,0,5,8,1,1,1,3,0,0,0,0,0,0,2,3,1,1,0,0,15.38,30.77,0.00,0.00,0.00,38.46,15.38,0.00,38.46,61.54
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,5,8,2,1,0,0,0,4,1,0,5,3,0,2,1,0,0,0,0,0,0,0,4,0,0,1,0,0,25.00,12.50,0.00,0.00,0.00,50.00,12.50,0.00,62.50,37.50
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,6,10,0,2,0,0,0,7,1,0,2,8,0,0,0,2,0,0,0,0,0,0,2,5,0,1,0,0,0.00,20.00,0.00,0.00,0.00,70.00,10.00,0.00,20.00,80.00
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,7,9,1,3,0,0,0,3,2,0,8,1,1,0,3,0,0,0,0,0,0,0,2,1,2,0,0,0,11.11,33.33,0.00,0.00,0.00,33.33,22.22,0.00,88.89,11.11
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,8,18,0,3,1,0,0,11,3,0,13,5,0,0,2,1,1,0,0,0,0,0,8,3,2,1,0,0,0.00,16.67,5.56,0.00,0.00,61.11,16.67,0.00,72.22,27.78
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,9,16,1,4,0,0,0,10,1,0,6,10,0,1,1,3,0,0,0,0,0,0,4,6,1,0,0,0,6.25,25.00,0.00,0.00,0.00,62.50,6.25,0.00,37.50,62.50
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,10,14,0,3,0,0,0,9,2,0,9,5,0,0,2,1,0,0,0,0,0,0,6,3,1,1,0,0,0.00,21.43,0.00,0.00,0.00,64.29,14.29,0.00,64.29,35.71
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,11,14,0,4,0,0,0,9,1,0,8,6,0,0,1,3,0,0,0,0,0,0,7,2,0,1,0,0,0.00,28.57,0.00,0.00,0.00,64.29,7.14,0.00,57.14,42.86
2015,WA,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,12,14,1,2,0,0,0,9,2,0,7,7,1,0,1,1,0,0,0,0,0,0,4,5,1,1,0,0,7.14,14.29,0.00,0.00,0.00,64.29,14.29,0.00,50.00,50.00
2015,WA,36400,Columbia (Walla Walla) School District,3613,Columbia Elementary,PK,14,8,0,0,0,0,5,1,0,11,3,6,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,57.14,0.00,0.00,0.00,0.00,35.71,7.14,0.00,78.57,21.43
2015,WA,36400,Columbia (Walla Walla) School District,3613,Columbia Elementary,K1,66,24,0,0,1,0,41,0,0,33,33,10,14,0,0,0,0,1,0,0,0,22,19,0,0,0,0,36.36,0.00,0.00,1.52,0.00,62.12,0.00,0.00,50.00,50.00
2015,WA,36400,Columbia (Walla Walla) School District,3613,Columbia Elementary,1,55,16,0,0,1,0,38,0,0,32,23,10,6,0,0,0,0,1,0,0,0,21,17,0,0,0,0,29.09,0.00,0.00,1.82,0.00,69.09,0.00,0.00,58.18,41.82
2015,WA,36400,Columbia (Walla Walla) School District,3613,Columbia Elementary,2,59,23,0,0,1,0,34,1,0,36,23,13,10,0,0,0,0,1,0,0,0,22,12,0,1,0,0,38.98,0.00,0.00,1.69,0.00,57.63,1.69,0.00,61.02,38.98
2015,WA,36400,Columbia (Walla Walla) School District,3613,Columbia Elementary,3,60,27,0,0,1,0,31,1,0,32,28,13,14,0,0,0,0,1,0,0,0,18,13,0,1,0,0,45.00,0.00,0.00,1.67,0.00,51.67,1.67,0.00,53.33,46.67
2015,WA,36400,Columbia (Walla Walla) School District,3613,Columbia Elementary,4,49,11,0,0,1,0,36,1,0,24,25,5,6,0,0,0,0,1,0,0,0,18,18,0,1,0,0,22.45,0.00,0.00,2.04,0.00,73.47,2.04,0.00,48.98,51.02
2015,WA,36400,Columbia (Walla Walla) School District,3613,Columbia Elementary,5,53,20,0,0,1,0,32,0,0,24,29,10,10,0,0,0,0,0,1,0,0,14,18,0,0,0,0,37.74,0.00,0.00,1.89,0.00,60.38,0.00,0.00,45.28,54.72
2015,WA,36400,Columbia (Walla Walla) School District,4049,Columbia High School,9,76,18,0,0,0,0,57,1,0,32,44,3,15,0,0,0,0,0,0,0,0,29,28,0,1,0,0,23.68,0.00,0.00,0.00,0.00,75.00,1.32,0.00,42.11,57.89
2015,WA,36400,Columbia (Walla Walla) School District,4049,Columbia High School,10,82,22,2,1,0,0,52,5,0,42,40,11,11,2,0,0,1,0,0,0,0,29,23,0,5,0,0,26.83,2.44,1.22,0.00,0.00,63.41,6.10,0.00,51.22,48.78
2015,WA,36400,Columbia (Walla Walla) School District,4049,Columbia High School,11,56,11,0,1,0,0,42,2,0,27,29,4,7,0,0,0,1,0,0,0,0,21,21,2,0,0,0,19.64,0.00,1.79,0.00,0.00,75.00,3.57,0.00,48.21,51.79
2015,WA,36400,Columbia (Walla Walla) School District,4049,Columbia High School,12,73,13,1,0,0,0,53,6,0,39,34,9,4,1,0,0,0,0,0,0,0,28,25,1,5,0,0,17.81,1.37,0.00,0.00,0.00,72.60,8.22,0.00,53.42,46.58
2015,WA,36400,Columbia (Walla Walla) School District,3012,Columbia Middle School,6,72,25,1,0,1,0,43,2,0,36,36,14,11,0,1,0,0,0,1,0,0,21,22,1,1,0,0,34.72,1.39,0.00,1.39,0.00,59.72,2.78,0.00,50.00,50.00
2015,WA,36400,Columbia (Walla Walla) School District,3012,Columbia Middle School,7,58,18,0,0,1,0,38,1,0,27,31,7,11,0,0,0,0,0,1,0,0,19,19,1,0,0,0,31.03,0.00,0.00,1.72,0.00,65.52,1.72,0.00,46.55,53.45
2015,WA,36400,Columbia (Walla Walla) School District,3012,Columbia Middle School,8,81,27,0,0,0,0,50,4,0,44,37,19,8,0,0,0,0,0,0,0,0,23,27,2,2,0,0,33.33,0.00,0.00,0.00,0.00,61.73,4.94,0.00,54.32,45.68
2015,WA,33115,Colville School District,3831,Colville Junior High School,6,130,5,2,0,1,1,115,6,0,61,69,2,3,1,1,0,0,0,1,0,1,53,62,5,1,0,0,3.85,1.54,0.00,0.77,0.77,88.46,4.62,0.00,46.92,53.08
2015,WA,33115,Colville School District,3831,Colville Junior High School,7,122,1,3,1,1,0,110,6,0,57,65,1,0,1,2,0,1,0,1,0,0,52,58,3,3,0,0,0.82,2.46,0.82,0.82,0.00,90.16,4.92,0.00,46.72,53.28
2015,WA,33115,Colville School District,3831,Colville Junior High School,8,136,3,4,2,0,1,116,10,0,70,66,2,1,2,2,0,2,0,0,1,0,60,56,5,5,0,0,2.21,2.94,1.47,0.00,0.74,85.29,7.35,0.00,51.47,48.53
2015,WA,33115,Colville School District,3310,Colville Senior High School,9,139,9,3,0,0,0,121,6,0,69,70,5,4,3,0,0,0,0,0,0,0,59,62,2,4,0,0,6.47,2.16,0.00,0.00,0.00,87.05,4.32,0.00,49.64,50.36
2015,WA,33115,Colville School District,3310,Colville Senior High School,10,134,5,6,1,0,0,115,7,0,68,66,3,2,3,3,1,0,0,0,0,0,58,57,3,4,0,0,3.73,4.48,0.75,0.00,0.00,85.82,5.22,0.00,50.75,49.25
2015,WA,33115,Colville School District,3310,Colville Senior High School,11,125,3,2,2,1,0,113,4,0,60,65,1,2,1,1,1,1,0,1,0,0,55,58,2,2,0,0,2.40,1.60,1.60,0.80,0.00,90.40,3.20,0.00,48.00,52.00
2015,WA,33115,Colville School District,3310,Colville Senior High School,12,157,10,3,2,0,0,131,11,0,78,79,4,6,2,1,0,2,0,0,0,0,65,66,7,4,0,0,6.37,1.91,1.27,0.00,0.00,83.44,7.01,0.00,49.68,50.32
2015,WA,33115,Colville School District,4180,Fort Colville Elementary,3,104,4,0,0,0,0,99,1,0,50,54,1,3,0,0,0,0,0,0,0,0,49,50,0,1,0,0,3.85,0.00,0.00,0.00,0.00,95.19,0.96,0.00,48.08,51.92
2015,WA,33115,Colville School District,4180,Fort Colville Elementary,4,125,3,2,2,0,0,114,4,0,74,51,3,0,1,1,0,2,0,0,0,0,67,47,3,1,0,0,2.40,1.60,1.60,0.00,0.00,91.20,3.20,0.00,59.20,40.80
2015,WA,33115,Colville School District,4180,Fort Colville Elementary,5,126,5,3,1,1,1,108,7,0,68,58,3,2,2,1,0,1,1,0,1,0,55,53,6,1,0,0,3.97,2.38,0.79,0.79,0.79,85.71,5.56,0.00,53.97,46.03
2015,WA,33115,Colville School District,2957,Hofstetter Elementary,K1,118,9,1,0,0,0,106,2,0,57,61,6,3,1,0,0,0,0,0,0,0,48,58,2,0,0,0,7.63,0.85,0.00,0.00,0.00,89.83,1.69,0.00,48.31,51.69
2015,WA,33115,Colville School District,2957,Hofstetter Elementary,1,130,7,1,0,1,0,116,5,0,59,71,4,3,0,1,0,0,0,1,0,0,50,66,5,0,0,0,5.38,0.77,0.00,0.77,0.00,89.23,3.85,0.00,45.38,54.62
2015,WA,33115,Colville School District,2957,Hofstetter Elementary,2,129,8,1,1,1,1,115,2,0,61,68,2,6,1,0,1,0,0,1,0,1,56,59,1,1,0,0,6.20,0.78,0.78,0.78,0.78,89.15,1.55,0.00,47.29,52.71
2015,WA,33115,Colville School District,1594,Panorama School,PK,35,4,2,0,0,0,29,0,0,17,18,2,2,0,2,0,0,0,0,0,0,15,14,0,0,0,0,11.43,5.71,0.00,0.00,0.00,82.86,0.00,0.00,48.57,51.43
2015,WA,33115,Colville School District,1594,Panorama School,K2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
2015,WA,33115,Colville School District,1594,Panorama School,1,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,50.00,50.00
2015,WA,33115,Colville School District,1594,Panorama School,2,3,1,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,33.33,0.00,0.00,0.00,0.00,66.67,0.00,0.00,33.33,66.67
2015,WA,33115,Colville School District,1594,Panorama School,3,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
2015,WA,33115,Colville School District,1594,Panorama School,4,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,33115,Colville School District,1594,Panorama School,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
2015,WA,33115,Colville School District,1594,Panorama School,6,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
2015,WA,33115,Colville School District,1594,Panorama School,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,33115,Colville School District,1594,Panorama School,9,5,0,0,0,0,0,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,60.00,40.00
2015,WA,33115,Colville School District,1594,Panorama School,10,19,1,2,0,2,0,14,0,0,7,12,0,1,1,1,0,0,1,1,0,0,5,9,0,0,0,0,5.26,10.53,0.00,10.53,0.00,73.68,0.00,0.00,36.84,63.16
2015,WA,33115,Colville School District,1594,Panorama School,11,19,0,0,0,0,0,18,1,0,10,9,0,0,0,0,0,0,0,0,0,0,10,8,0,1,0,0,0.00,0.00,0.00,0.00,0.00,94.74,5.26,0.00,52.63,47.37
2015,WA,33115,Colville School District,1594,Panorama School,12,47,3,1,0,0,0,41,2,0,23,24,1,2,0,1,0,0,0,0,0,0,21,20,1,1,0,0,6.38,2.13,0.00,0.00,0.00,87.23,4.26,0.00,48.94,51.06
2015,WA,29011,Concrete School District,2577,Concrete Elementary,K1,41,3,1,0,0,0,37,0,0,21,20,2,1,0,1,0,0,0,0,0,0,19,18,0,0,0,0,7.32,2.44,0.00,0.00,0.00,90.24,0.00,0.00,51.22,48.78
2015,WA,29011,Concrete School District,2577,Concrete Elementary,1,28,1,0,0,0,0,27,0,0,16,12,1,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,3.57,0.00,0.00,0.00,0.00,96.43,0.00,0.00,57.14,42.86
2015,WA,29011,Concrete School District,2577,Concrete Elementary,2,42,1,0,0,0,0,41,0,0,26,16,0,1,0,0,0,0,0,0,0,0,26,15,0,0,0,0,2.38,0.00,0.00,0.00,0.00,97.62,0.00,0.00,61.90,38.10
2015,WA,29011,Concrete School District,2577,Concrete Elementary,3,42,2,1,0,0,0,39,0,0,23,19,0,2,0,1,0,0,0,0,0,0,23,16,0,0,0,0,4.76,2.38,0.00,0.00,0.00,92.86,0.00,0.00,54.76,45.24
2015,WA,29011,Concrete School District,2577,Concrete Elementary,4,28,2,2,1,0,0,23,0,0,15,13,1,1,1,1,1,0,0,0,0,0,12,11,0,0,0,0,7.14,7.14,3.57,0.00,0.00,82.14,0.00,0.00,53.57,46.43
2015,WA,29011,Concrete School District,2577,Concrete Elementary,5,39,4,0,0,0,0,34,1,0,23,16,2,2,0,0,0,0,0,0,0,0,20,14,1,0,0,0,10.26,0.00,0.00,0.00,0.00,87.18,2.56,0.00,58.97,41.03
2015,WA,29011,Concrete School District,2577,Concrete Elementary,6,52,3,2,0,0,0,46,1,0,23,29,2,1,0,2,0,0,0,0,0,0,20,26,1,0,0,0,5.77,3.85,0.00,0.00,0.00,88.46,1.92,0.00,44.23,55.77
2015,WA,29011,Concrete School District,2810,Concrete High School,7,37,6,0,0,0,0,31,0,0,26,11,4,2,0,0,0,0,0,0,0,0,22,9,0,0,0,0,16.22,0.00,0.00,0.00,0.00,83.78,0.00,0.00,70.27,29.73
2015,WA,29011,Concrete School District,2810,Concrete High School,8,42,1,0,0,0,1,40,0,0,27,15,0,1,0,0,0,0,0,0,0,1,27,13,0,0,0,0,2.38,0.00,0.00,0.00,2.38,95.24,0.00,0.00,64.29,35.71
2015,WA,29011,Concrete School District,2810,Concrete High School,9,49,2,3,0,0,0,44,0,0,28,21,1,1,3,0,0,0,0,0,0,0,24,20,0,0,0,0,4.08,6.12,0.00,0.00,0.00,89.80,0.00,0.00,57.14,42.86
2015,WA,29011,Concrete School District,2810,Concrete High School,10,43,0,1,0,0,0,42,0,0,22,21,0,0,1,0,0,0,0,0,0,0,21,21,0,0,0,0,0.00,2.33,0.00,0.00,0.00,97.67,0.00,0.00,51.16,48.84
2015,WA,29011,Concrete School District,2810,Concrete High School,11,46,0,0,0,0,0,44,2,0,24,22,0,0,0,0,0,0,0,0,0,0,24,20,0,2,0,0,0.00,0.00,0.00,0.00,0.00,95.65,4.35,0.00,52.17,47.83
2015,WA,29011,Concrete School District,2810,Concrete High School,12,28,0,0,0,0,0,27,1,0,12,16,0,0,0,0,0,0,0,0,0,0,12,15,0,1,0,0,0.00,0.00,0.00,0.00,0.00,96.43,3.57,0.00,42.86,57.14
2015,WA,29011,Concrete School District,1762,Skagit River School House,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,29011,Concrete School District,1762,Skagit River School House,11,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,29011,Concrete School District,5087,Special Services School,PK,3,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,33.33,66.67
2015,WA,29011,Concrete School District,1605,Twin Cedars High School,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,29011,Concrete School District,1605,Twin Cedars High School,10,6,1,1,0,0,0,4,0,0,2,4,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,16.67,16.67,0.00,0.00,0.00,66.67,0.00,0.00,33.33,66.67
2015,WA,29011,Concrete School District,1605,Twin Cedars High School,11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
2015,WA,29011,Concrete School District,1605,Twin Cedars High School,12,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,29317,Conway School District,2578,Conway School,PK,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
2015,WA,29317,Conway School District,2578,Conway School,K2,41,2,0,0,1,0,38,0,0,26,15,2,0,0,0,0,0,1,0,0,0,23,15,0,0,0,0,4.88,0.00,0.00,2.44,0.00,92.68,0.00,0.00,63.41,36.59
2015,WA,29317,Conway School District,2578,Conway School,1,48,6,0,0,1,0,39,2,0,20,28,3,3,0,0,0,0,0,1,0,0,17,22,0,2,0,0,12.50,0.00,0.00,2.08,0.00,81.25,4.17,0.00,41.67,58.33
2015,WA,29317,Conway School District,2578,Conway School,2,48,3,0,0,1,0,44,0,0,26,22,2,1,0,0,0,0,0,1,0,0,24,20,0,0,0,0,6.25,0.00,0.00,2.08,0.00,91.67,0.00,0.00,54.17,45.83
2015,WA,29317,Conway School District,2578,Conway School,3,46,6,0,0,1,0,39,0,0,25,21,3,3,0,0,0,0,0,1,0,0,22,17,0,0,0,0,13.04,0.00,0.00,2.17,0.00,84.78,0.00,0.00,54.35,45.65
2015,WA,29317,Conway School District,2578,Conway School,4,47,7,0,0,0,0,39,1,0,25,22,3,4,0,0,0,0,0,0,0,0,21,18,1,0,0,0,14.89,0.00,0.00,0.00,0.00,82.98,2.13,0.00,53.19,46.81
2015,WA,29317,Conway School District,2578,Conway School,5,50,8,0,2,0,0,40,0,0,27,23,5,3,0,0,1,1,0,0,0,0,21,19,0,0,0,0,16.00,0.00,4.00,0.00,0.00,80.00,0.00,0.00,54.00,46.00
